N,SongName,SongString
90,ilpostino,pbbbb+3b-3b0bbbbb-3b+5b-5b-2bbbbb0b+2b-2b0bbb-2b-1b+1b+7b-7b-8bbbbb0b+1b-1b0bbb-2b-1b+1b+5b-8+3bb-2bb-1b+1b+4b+3b+5bb-1b+1b-3bbb+2b-4bbbbpb-15b+3b-3b0bbbbb-3b+3b-3b0bbbbb0b+2b-2b+2bbb-2b-2b-1b+8b-8b+1bbbbpb+12b+2b-2b-1b-9b+9b-9b+9bbbbpb0b+3b-3b-2b-7b+7b-7b+7bbbbpb0b-2b-1b+1bbbbbbbb
91,superstring,p+2b+1b-3bp-2bbp+2bp+2b+1b-3bp-2bb
92,greengrassgrows,p+2bbbbbb+1bbbb-3bbbbb-2b0bbbbbbpbbbb+2bbbbbp+2bbbbbb+1bbbb-3bbbbbb-2bbbbbb
93,starlight,bb+5bb-1bb-5bb-1bb+5b0b-1b0b-5bb+3b-2b+2b-2b-1bb-1bb+1bbbb0bpb+3bb+5bb-1bb-5bb-1bb+5bb-1bb-5bb
94,chatterbox_jerome,b+3b-7bb+4b+3b-7bb+4b+3b-7bb+2b+3b-10bb0bb0bbbbbb+7b+3b-10bb+7b+3b-10bb+7b+3b-10bb+5b+4b-9bb0bb0bbbbbb0bb+2bb+2bb+1bb+2bb-2bb-1bb+8bb0bb0bbbbbb-2bb+2bb-2bb+2bb-2bb+2bb-2bb-1bb0bb0bbbbbb0b+3b-8bb+5b+3b-7bb+4b+3b-7bb+2b+3b-10bb0bb0bbbbbb+7b+3b-10bb+9b+1b-10bb+7b+3b-10bb+5b+4b-9bb0bb0bbbbbb
95,amothersprayer,bb+5bb+2bbpbb+1bb-1b-2bbbbbbbb0bb-1bb+1b+2bbb-5b+2bbbbbbbbpbb-4bb+10bb-2b-1bbbbbbbb0bb-2bb+2b+1bbb-1b-2bbbbbbbbpbb-5bb+12bb-2b-2bbbbbbbb0bb+2bb+2b+1bb-1b-2bbbbbbbb0bb+2bb+1b-1bb-12bb+4bb+3bb+5bb-2bb-3bbbb-2bbbbbbbbbbbb-5bb+5b+2b+1bbb-1b-2bbbbbbbb0bb-1b+1b+2bbb-5b+2bbbbbbbbpbb-4bb+10bbb-2b-1bbbbbbbb0bb-2b+2b+1bbb-1b-2bbbbbbbbpbb-5bb+12bbb-2b-2bbbbbbbb0bb+2b+2b+1bbb-1b-2bbbbbbbb0bb+2b+1b-1bb-12bb+4bb+3bb+5bb-2bb-2bbbb-3bbbbbbbbbbbbpbbbb
96,lady_love,bb-2bb-1bb-3bb+1bbb+3b+7bbbbbb-1bbbbbb-2bb-2bb-3bb-5bb+1bbb+4b+7bbbbbb-2bbbbbb-2bb-2bb-4bb+1bbbbbb+9bb-2bb-6bb+1bbbbbb+10bb-2bb-1bb-2bbb0b+2b+1b+4bbbbbb-2bbb-2b-1b-2b-2bb-2bb-1bb-3bb+1bbb+3b+7bbbbbb-1bbbbbb
97,feelings,bb-7bb0bbbbbbbbbbbb+5bbbbbbbb-5bb+2bb+1bb-3bb+7bb-7bb0bbbbbbbbbbbbpbbbbbbbb0b+2b+1b-3b+7bbbbbb0b-2b-2bbbbbbbbpbbbbbbbb-1bb+1bb+4bbbbbbbbbbbbbbbbpbbbbbbbbbbbbbbbb+5bbbbbb-9bb0bbbbbbbb0bbbbpbb+9bb-2bb-2bb-1bb+1bb+2bbbbbbbb0bbpbb-2bb-1bb-2bb+3bbbbbb0b-1b+1bbbbbbbbpbbbb0bb-1bb-2bb-2bb+2bb+2bbbbbbbbbbbbbbbbpbbbbbbbbbbbbbbbb
98,evangelimann,pbbbbbb0b-1b+1b+9bb-4b0bbb-1bb-4b0b-1b+1b+10b-1b-1b0bbb+1bb-6b0b-2b+1b+10bb+2b-2bbb-2bb0b-1bb-2b-2bb+2b+2bbb
99,howdeepisyourlove,b+5b+2b+2bb0b-4b+2bb+2b-2bbbpbb+1b+1b+2b+1b0b0b0b-3b+2bb+1b-3b0bbpbb+2b+1b+2b0b0b0b-3b+3b+2bb-2b0b-3bb-4b0b0b+2b+2b+1b0b0b0b+2bb-3b-2b0bbpbb-2b0b+9b0b0bb0b0b+3b-3b+5b0b-3bb-4b0b0b+2b+3b0b-3b-2b+2b0b-2b-3b+3b
100,sanfranciscobrewingad,bb+3bb0bb+2bb+3b-3b+3b0bb-2b-3b-4b+4bbbbpb+3b+2b-2b+3b-1b-2b-2b+2bb+2bb-14bb+4bb0bb+3bb+5b+2b-2b-3b0b-2b-2b-3b-2bb+12bb0bb-2b-1bpbbbbbb-5bb+5bb0b
101,alla_rancho,bpb+3b0b0b-2b0b-1bb0b+1b-1b+1b+1b+1b-5bb-3b+3b-2b-1b+3b+5b0bb-5b+5b0b-2b0b-1b-4bbb-5bb+5b+4b+3bb-2b-1b+3b-8bbb-4bb+4b+3b+3bb-1b-2b+2b-4bbb-5bb+5b+4b+3bb-2b-1b+3b-8bbb-4bb+4b+3b+3bb-1b-2b+2b-4bbb
102,gumtree,b0b0b0b+2bb0b0b-2bb-3bb+3bb-3bb+12b0b0b0b+1bb0b0b-1bb-4bb+4bb-4bb0bbbb-3b+2b+1b-3b-2bbbb-3b+1b+2b-2b-1bb-4bb0bb0bb0bbbbbbbb
103,diesererde,pbbbb0b+1bb+2bb0bpb0b+2b-2bpb0bb-2bpb-3b0b+2bpb+1bb0bpb0b+2b-2bpb0bb-1bpb0b0b+1bpb+2bb0bpb0b+2b-2bpb0bb-2bpb-3b0b+2bpb+1bb0bpb0b+2b-2bpb0bb-1bpb0b0b+1bb+2bb0bpb0b+2b-2bpb0bb-2bpb-3b0b+2bpb+1bb0bpb0b+2b-2bpb0bb-1bpb0b0b+1bpb+2bb0bpb0b+2b-2bpb0bb-2bpb-3b+3b+2bpb-2bb0bpb+4b-2b-2bpb0bbb-1bbbbb
104,mitternachtstango,b-1b+1b+9bb-2b-2b0bb-1bbbbpbb-4bb-1b+1b+10bb-1b-1b+1bbbpbbbb-4bb0b+4b+3bb0b+2b-2bb-2bbbpb+2b-2b-1bb-1b+1b+1bb-1b-2b-2bbb
105,mygodandi,bbb+3bbb0b-7bb+4bbbb+3bbbbbb-3bb+3bbb0b-2bbb-1b0bbbbbb-4bb+4bbbb-2bbb-2b+4bbbb-2bbbbpbb0bb0bbb+2b-4bbbb-1bbbbbbbb0bbb+1bpbbbbbbbbbb+5bbbbbb0bb+4bbb0b-2bbb-2b-3bbbbbbbb+3bbbb-1bbb-2b+2bbbbbbbbpbb0bb+1bbb+2b-7bbbbbbbbbbbb+2bbb+2b+5bbbbbb0bb+3bbb0b-1bbb-2b-4bbbbbbbb+4bbbb-2bbb-2b+4bbbbbb0bb+3bbb0b-1bbb-2b-4bbbbbb0bb+4bbb0b-2bbb-2b+4bbbb-2bbbbbb+9bb-4bb-5bb-2bbbb-1bbbbbb+3bb0bb-3bb+7bbbbbb-2bb-2bbb0b-2bbb-3b+5bbbbbb-2bb-1bbb0b-2bbb-3b+1bbbbbbbb0bbbbbbbb
106,janine,pbbbbbbbbbbb+1b+2bbbbbbbbbb+2bb-5bbbbbbbbbb+1bb-3bbbbbbbbbb+2b+1b-3bbbbbbbbbb+2b+1b
107,begood,b+1b-1b-4b+2bb-2b-2bb-3bb-3bb-2bbb
108,sanfranciscobrewingad,bb+3bb0bb+2bb+3b-3b+3b0bb-2b-3b-4b+4bbbbpb+3b+2b-2b+3b-1b-2b-2b+2bb+2bb-14bb+4bb0bb+3bb+5b+2b-2b-3b0b-2b-2b-3b-2bb+12bb0bb-2b-1bpbbbbbb-5bb+5bb0b
109,hessofine,pbbbbbb-3b-2b0bbbbbbbb0bbpbb+5b0b-3b-2b+2bbbbbbbb-2bbpb+5b0bb-3bb-2b+2b-4b+2b0bbbb0bbpb+5b0bb0b-3b0bb-4bb+4b-2bbbpb+5b0b+2b+3b-5b+5b-3bpbbbb+3bpb-5b+2bb+5b-2b0b-3b+3bbbbbbbbpb-5b+2bb+3b-3b+3bb+2bb-5b0b+3bbbbpb-5b+2b+3b0b-3b+3b0b0bbbbbbbbpb-5b-3b+3b0b0bb-3b-2bbbbbbbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbbpbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbb0bbpb0b-2b+7bb-3b-2b+2b-4b+2b0bbbb
110,mysweetlord,pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b
111,hessofine,pbbbbbb-3b-2b0bbbbbbbb0bbpbb+5b0b-3b-2b+2bbbbbbbb-2bbpb+5b0bb-3bb-2b+2b-4b+2b0bbbb0bbpb+5b0bb0b-3b0bb-4bb+4b-2bbbpb+5b0b+2b+3b-5b+5b-3bpbbbb+3bpb-5b+2bb+5b-2b0b-3b+3bbbbbbbbpb-5b+2bb+3b-3b+3bb+2bb-5b0b+3bbbbpb-5b+2b+3b0b-3b+3b0b0bbbbbbbbpb-5b-3b+3b0b0bb-3b-2bbbbbbbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbbpbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbb0bbpb0b-2b+7bb-3b-2b+2b-4b+2b0bbbb
112,mysweetlord,pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b
113,hessofine,pbbbbbb-3b-2b0bbbbbbbb0bbpbb+5b0b-3b-2b+2bbbbbbbb-2bbpb+5b0bb-3bb-2b+2b-4b+2b0bbbb0bbpb+5b0bb0b-3b0bb-4bb+4b-2bbbpb+5b0b+2b+3b-5b+5b-3bpbbbb+3bpb-5b+2bb+5b-2b0b-3b+3bbbbbbbbpb-5b+2bb+3b-3b+3bb+2bb-5b0b+3bbbbpb-5b+2b+3b0b-3b+3b0b0bbbbbbbbpb-5b-3b+3b0b0bb-3b-2bbbbbbbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbbpbb0bbpbb+5bb-3bb-2b+2b-4b+2b0bbbb0bbpb0b-2b+7bb-3b-2b+2b-4b+2b0bbbb
114,mysweetlord,pbbbbbbbb0b-3bb0b0bbpbb+3bbb0b-3b-2b+2b-2bbpbb+5bbb0b-3b0b0b-2bbpbb+2b+3b+2b+3b-3b+3bb0bbpbbbb-5b+2b+3b-3b+3bb0b0bpbbbb-5b+2b+3b-3b+3bb0b0b0b-8b+1b+2b0b+3b-1b-2b0b-3b-2b0b0bbpbb+5bb-3b0b0bb0b
